3.72893, 15.80365
0.41064, 17.62976
-5.51407, 17.83909
-7.95134, 17.59064
-5.55273, 15.97616
-8.64213, 15.18943
-8.90830, 13.44376
-6.45126, 13.98821
-1.69535, 19.38613
0.54568, 15.85125
-1.19780, 15.54288
-2.30325, 12.36874
-0.30829, 12.09686
0.19737, 13.97887
2.86293, 12.66072
1.98545, 14.78031
-11.42948, 10.45919
-13.15901, 10.97991
-12.29862, 7.10670
-10.23801, 9.18537
-11.71316, 5.27027
-9.96477, 7.11775
-8.31762, 9.24170
-8.33781, 11.75621
-6.31690, 11.94777
-4.58645, 12.35180
-3.54277, 13.84774
-3.71620, 16.15267
-1.68198, 17.51762
-10.83889, 14.44089
-10.65815, 12.53789
-14.30386, 12.43473
-2.82066, 8.33623
-1.21938, 9.37585
-3.29485, 10.59894
1.08994, 10.87363
0.08517, 8.19153
-1.34165, 6.77024
0.43859, 6.23059
1.74882, 3.81484
-4.80568, 9.47400
-6.53149, 9.90492
-8.02745, 7.25914
-6.21848, 6.87394
-5.53959, 5.21029
-4.21774, 3.87327
-4.18377, 7.16436
-2.26306, 4.88296
-18.55001, 4.29200
-17.42942, 2.93754
-15.37808, 5.62828
-15.43924, 3.69207
-13.03025, 2.20105
-11.67276, 3.24765
-13.87330, 4.59677
-14.10757, 7.24609
3.43655, 4.59203
2.33842, 7.06684
1.99620, 8.86354
5.01317, 9.20310
3.42077, 9.93408
-15.42472, 8.43480
-15.70810, 10.82787
-16.81676, 6.55081
-5.98687, 1.41488
-4.11263, 2.14670
-6.56458, 3.72150
-14.38602, 0.41594
-16.32173, 1.34303
-17.67255, 0.23196
-17.37302, -1.49177
-18.16677, -3.30582
-8.41651, 4.62773
-10.15156, 4.27270
-7.89702, 2.50077
-10.42147, 1.45517
-9.74994, -1.13034
-7.61692, 0.26575
-6.52338, -1.18985
-3.38993, -0.19805
-10.58610, -5.19612
-6.96422, -5.14768
-7.95106, -7.32465
-6.17298, -7.84522
-5.52229, -6.20580
-5.11821, -3.89583
-2.68313, -2.57178
-4.64619, -1.58493
-15.01368, -2.21529
-13.27437, -2.69608
-11.52476, -1.83377
-13.03264, -0.84285
-11.39873, -0.05541
-6.79872, -3.23345
-8.15536, -1.96670
-9.69244, -2.98883
-9.73526, -7.66765
-12.38870, -5.21554
-11.54765, -3.67355
-9.96414, -10.07849
-11.70917, -9.65555
-10.85946, -12.27527
-13.26809, -13.08064
-11.90398, -14.23983
-14.01237, -4.26397
-15.96622, -3.78044
-18.58197, -5.67850
-15.97577, -6.21831
-16.44501, -9.79900
-14.15144, -6.54346
-14.42516, -9.20378
-12.59034, -7.53245
-4.43977, -13.83981
-7.88535, -13.81846
-6.58637, -16.14322
-4.85473, -16.66999
-7.09914, -18.02903
-2.55428, -18.62800
-2.91405, -16.47634
-1.31559, -11.14752
-9.23345, -14.93833
-8.44205, -16.77801
-9.11470, -11.68526
-7.07334, -10.87197
-7.60859, -9.10969
-2.43974, -12.46160
-4.82753, -12.03097
-6.56401, -12.65101
5.52541, -16.31230
4.36872, -14.38086
4.55452, -12.57514
8.85095, -10.32207
9.48936, -13.20225
7.12035, -10.61373
6.37569, -12.39487
6.24821, -14.62967
3.19038, -11.52110
1.12666, -13.73607
-0.94907, -14.74281
0.69769, -15.38748
-1.11478, -16.90508
2.02420, -17.15997
3.36218, -15.92855
4.95931, -18.85704
-3.76244, -5.75884
-3.29954, -7.72608
-5.51887, -9.60079
-3.55649, -10.44422
-0.26566, -12.64420
1.66863, -10.37017
-0.02149, -9.91446
-0.26250, -6.00350
7.79547, -13.82784
7.30430, -16.46939
10.96363, -15.63149
11.23603, -13.82712
12.88490, -13.00656
11.45875, -11.67003
-2.13915, -4.97889
-1.55468, -7.95037
8.55327, -8.55223
7.25021, -6.27335
8.98144, -6.79513
14.41104, -5.84654
11.48985, -5.76188
12.92111, -6.93264
10.54245, -7.74861
10.75659, -10.11463
