-16.08415, -4.94503
-17.81441, -4.36651
-17.81798, -6.54880
-16.01541, -7.76988
-16.23356, 0.87865
-15.17636, 2.74102
-17.27896, 2.35815
-19.33764, 4.12768
-19.26353, -0.08703
-14.77967, -10.02683
-14.25262, -7.97033
-12.19384, -7.78714
